player_name,team,position,date,opponent,is_home,points,rebounds,assists,steals,blocks,three_pm
Luka Dončić,DAL,PG,2025-09-24,NOP,0,31,8,8,2,0,3
Kevin Durant,PHX,SF,2025-11-01,DAL,0,26,6,5,1,1,2
Kevin Durant,PHX,SF,2025-10-30,GSW,1,24,7,4,0,0,1
Kevin Durant,PHX,SF,2025-10-28,LAL,0,31,6,6,1,1,3
Kevin Durant,PHX,SF,2025-10-26,DEN,1,25,7,5,1,0,2
Kevin Durant,PHX,SF,2025-10-24,SAC,0,27,6,5,0,1,2
Kevin Durant,PHX,SF,2025-10-22,UTA,1,23,7,4,1,0,1
Kevin Durant,PHX,SF,2025-10-20,POR,0,29,6,6,1,1,3
Kevin Durant,PHX,SF,2025-10-18,LAC,1,22,7,4,0,0,2
Kevin Durant,PHX,SF,2025-10-16,MIN,0,26,6,5,1,1,2
Kevin Durant,PHX,SF,2025-10-14,DAL,1,24,7,5,1,0,2
Kevin Durant,PHX,SF,2025-10-12,MEM,0,25,6,6,0,1,2
Kevin Durant,PHX,SF,2025-10-10,NOP,1,27,7,6,1,1,3
Kevin Durant,PHX,SF,2025-10-08,SAS,0,24,6,4,1,0,2
Kevin Durant,PHX,SF,2025-10-06,HOU,1,26,7,5,0,1,2
Kevin Durant,PHX,SF,2025-10-04,OKC,0,23,6,5,1,0,1
Kevin Durant,PHX,SF,2025-10-02,GSW,1,28,8,6,1,1,3
Kevin Durant,PHX,SF,2025-09-30,LAL,0,25,6,5,1,0,2
Kevin Durant,PHX,SF,2025-09-28,DEN,1,27,7,6,0,1,2
Kevin Durant,PHX,SF,2025-09-26,SAC,0,24,6,4,1,1,2
Kevin Durant,PHX,SF,2025-09-24,UTA,1,26,7,5,1,0,2
Joel Embiid,PHI,C,2025-11-01,BKN,1,35,11,4,1,2,0
Joel Embiid,PHI,C,2025-10-30,BOS,0,30,10,5,0,1,0
Joel Embiid,PHI,C,2025-10-28,NYK,1,34,12,4,1,2,0
Joel Embiid,PHI,C,2025-10-26,MIA,0,28,9,5,1,1,0
Joel Embiid,PHI,C,2025-10-24,ATL,1,31,11,4,0,2,0
Joel Embiid,PHI,C,2025-10-22,WAS,1,29,10,5,1,1,0
Joel Embiid,PHI,C,2025-10-20,CHA,0,36,12,4,1,2,0
Joel Embiid,PHI,C,2025-10-18,ORL,1,27,10,5,0,1,0
Joel Embiid,PHI,C,2025-10-16,TOR,0,33,11,4,1,2,0
Joel Embiid,PHI,C,2025-10-14,BKN,0,30,10,5,1,1,0
Joel Embiid,PHI,C,2025-10-12,CLE,1,32,12,4,0,2,0
Joel Embiid,PHI,C,2025-10-10,IND,0,31,11,5,1,1,0
Joel Embiid,PHI,C,2025-10-08,DET,1,29,10,4,1,2,0
Joel Embiid,PHI,C,2025-10-06,MIL,0,34,12,5,0,2,0
Joel Embiid,PHI,C,2025-10-04,CHI,1,30,10,4,1,1,0
Joel Embiid,PHI,C,2025-10-02,BOS,0,33,11,5,1,2,1
Joel Embiid,PHI,C,2025-09-30,NYK,1,31,12,4,0,2,0
Joel Embiid,PHI,C,2025-09-28,MIA,0,29,10,5,1,1,0
Joel Embiid,PHI,C,2025-09-26,ATL,1,32,11,4,1,2,0
Joel Embiid,PHI,C,2025-09-24,WAS,1,30,10,5,0,1,0
Jayson Tatum,BOS,SF,2025-11-01,PHI,0,27,8,5,1,0,2
Jayson Tatum,BOS,SF,2025-10-30,BKN,1,25,6,6,2,1,3
Jayson Tatum,BOS,SF,2025-10-28,NYK,0,29,7,5,1,0,2
Jayson Tatum,BOS,SF,2025-10-26,MIA,1,24,9,6,2,1,2
Jayson Tatum,BOS,SF,2025-10-24,CLE,0,28,6,5,1,0,3
Jayson Tatum,BOS,SF,2025-10-22,TOR,1,26,7,6,2,1,2
Jayson Tatum,BOS,SF,2025-10-20,ATL,0,30,8,5,1,0,3
Jayson Tatum,BOS,SF,2025-10-18,WAS,1,25,5,6,2,1,2
Jayson Tatum,BOS,SF,2025-10-16,CHA,0,27,7,5,1,0,2
Jayson Tatum,BOS,SF,2025-10-14,PHI,1,26,8,6,2,1,3
Jayson Tatum,BOS,SF,2025-10-12,ORL,0,28,7,5,1,0,2
Jayson Tatum,BOS,SF,2025-10-10,IND,1,27,6,6,2,1,3
Jayson Tatum,BOS,SF,2025-10-08,DET,0,26,8,5,1,0,2
Jayson Tatum,BOS,SF,2025-10-06,MIL,1,25,7,6,2,1,2
Jayson Tatum,BOS,SF,2025-10-04,CHI,0,28,9,5,1,0,3
Jayson Tatum,BOS,SF,2025-10-02,BKN,1,29,8,6,2,1,3
Jayson Tatum,BOS,SF,2025-09-30,NYK,0,26,7,5,1,0,2
Jayson Tatum,BOS,SF,2025-09-28,MIA,1,28,8,6,2,1,3
Jayson Tatum,BOS,SF,2025-09-26,CLE,0,27,7,5,1,0,2
Jayson Tatum,BOS,SF,2025-09-24,TOR,1,25,8,6,2,1,2
Damian Lillard,MIL,PG,2025-11-01,CHI,0,28,4,7,1,0,4
Damian Lillard,MIL,PG,2025-10-30,IND,1,25,3,8,0,0,3
Damian Lillard,MIL,PG,2025-10-28,DET,0,31,5,9,1,0,5
Damian Lillard,MIL,PG,2025-10-26,CLE,1,27,4,7,1,0,4
Damian Lillard,MIL,PG,2025-10-24,TOR,0,29,3,8,0,0,5
Damian Lillard,MIL,PG,2025-10-22,ATL,1,26,4,7,1,0,4
Damian Lillard,MIL,PG,2025-10-20,BOS,0,24,3,8,1,0,3
Damian Lillard,MIL,PG,2025-10-18,PHI,1,30,5,9,1,0,5
Damian Lillard,MIL,PG,2025-10-16,BKN,1,28,4,8,0,0,4
Damian Lillard,MIL,PG,2025-10-14,CHI,1,26,3,7,1,0,4
Damian Lillard,MIL,PG,2025-10-12,WAS,0,29,4,8,1,0,5
Damian Lillard,MIL,PG,2025-10-10,ORL,1,27,5,9,0,0,4
Damian Lillard,MIL,PG,2025-10-08,CHA,0,25,3,7,1,0,3
Damian Lillard,MIL,PG,2025-10-06,MIA,1,28,4,8,1,0,4
Damian Lillard,MIL,PG,2025-10-04,IND,0,30,5,9,1,0,6
Damian Lillard,MIL,PG,2025-10-02,NYK,1,27,4,8,0,0,4
Damian Lillard,MIL,PG,2025-09-30,CLE,0,26,3,7,1,0,4
Damian Lillard,MIL,PG,2025-09-28,DET,1,29,4,8,1,0,5
Damian Lillard,MIL,PG,2025-09-26,TOR,0,28,5,9,0,0,4
Damian Lillard,MIL,PG,2025-09-24,ATL,1,26,4,7,1,0,4
Anthony Davis,LAL,C,2025-11-01,GSW,1,26,12,3,1,3,0
Anthony Davis,LAL,C,2025-10-30,PHX,0,24,11,2,2,2,0
Anthony Davis,LAL,C,2025-10-28,DEN,1,29,13,4,1,3,1
Anthony Davis,LAL,C,2025-10-26,DAL,0,25,12,3,2,2,0
Anthony Davis,LAL,C,2025-10-24,MEM,1,27,11,2,1,4,0
Anthony Davis,LAL,C,2025-10-22,SAS,1,28,13,3,2,3,0
Anthony Davis,LAL,C,2025-10-20,POR,0,23,10,2,1,2,0
Anthony Davis,LAL,C,2025-10-18,SAC,1,30,14,4,2,3,1
Anthony Davis,LAL,C,2025-10-16,LAC,0,26,12,3,1,2,0
Anthony Davis,LAL,C,2025-10-14,GSW,1,24,11,2,2,3,0
Anthony Davis,LAL,C,2025-10-12,PHX,1,27,13,3,1,4,1
Anthony Davis,LAL,C,2025-10-10,UTA,0,29,12,4,2,3,0
Anthony Davis,LAL,C,2025-10-08,MIN,1,25,11,2,1,2,0
Anthony Davis,LAL,C,2025-10-06,DEN,0,28,14,3,2,3,1
Anthony Davis,LAL,C,2025-10-04,HOU,1,26,12,3,1,3,0
Anthony Davis,LAL,C,2025-10-02,NOP,0,31,13,4,2,4,1
Anthony Davis,LAL,C,2025-09-30,OKC,1,27,12,3,1,3,0
Anthony Davis,LAL,C,2025-09-28,MEM,0,25,11,2,2,2,0
Anthony Davis,LAL,C,2025-09-26,DAL,1,28,13,4,1,3,1
Anthony Davis,LAL,C,2025-09-24,PHX,0,26,12,3,2,3,0
Kawhi Leonard,LAC,SF,2025-11-01,LAL,0,24,7,4,2,1,2
Kawhi Leonard,LAC,SF,2025-10-30,GSW,1,26,6,3,1,0,2
Kawhi Leonard,LAC,SF,2025-10-28,PHX,0,28,8,5,2,1,3
Kawhi Leonard,LAC,SF,2025-10-26,DEN,1,23,6,4,1,0,2
Kawhi Leonard,LAC,SF,2025-10-24,POR,0,25,7,4,2,1,2
Kawhi Leonard,LAC,SF,2025-10-22,SAC,1,27,8,5,1,0,3
Kawhi Leonard,LAC,SF,2025-10-20,UTA,0,22,6,3,2,1,1
Kawhi Leonard,LAC,SF,2025-10-18,MIN,1,29,7,4,1,1,3
Kawhi Leonard,LAC,SF,2025-10-16,DAL,0,24,8,5,2,0,2
Kawhi Leonard,LAC,SF,2025-10-14,GSW,1,26,6,4,1,1,2
Kawhi Leonard,LAC,SF,2025-10-12,LAL,0,25,7,3,2,1,2
Kawhi Leonard,LAC,SF,2025-10-10,PHX,1,28,8,5,1,0,3
Kawhi Leonard,LAC,SF,2025-10-08,SAS,0,23,6,4,2,1,2
Kawhi Leonard,LAC,SF,2025-10-06,HOU,1,27,7,4,1,1,3
Kawhi Leonard,LAC,SF,2025-10-04,OKC,0,24,8,5,2,0,2
Kawhi Leonard,LAC,SF,2025-10-02,DEN,1,26,6,4,1,1,2
Kawhi Leonard,LAC,SF,2025-09-30,POR,0,25,7,3,2,1,2
Kawhi Leonard,LAC,SF,2025-09-28,SAC,1,28,8,5,1,0,3
Kawhi Leonard,LAC,SF,2025-09-26,UTA,0,24,6,4,2,1,2
Kawhi Leonard,LAC,SF,2025-09-24,MIN,1,26,7,4,1,1,2
Ja Morant,MEM,PG,2025-11-01,LAL,0,27,5,9,1,0,2
Ja Morant,MEM,PG,2025-10-30,GSW,1,25,4,8,2,0,1
Ja Morant,MEM,PG,2025-10-28,SAS,0,31,6,10,1,0,3
Ja Morant,MEM,PG,2025-10-26,HOU,1,26,5,7,2,0,2
Ja Morant,MEM,PG,2025-10-24,NOP,0,29,4,9,1,0,2
Ja Morant,MEM,PG,2025-10-22,DAL,1,24,6,8,2,0,1
Ja Morant,MEM,PG,2025-10-20,MIN,0,30,5,10,1,0,3
Ja Morant,MEM,PG,2025-10-18,OKC,1,28,4,8,2,0,2
Ja Morant,MEM,PG,2025-10-16,DEN,0,26,6,9,1,0,2
Ja Morant,MEM,PG,2025-10-14,LAC,1,29,5,7,2,0,2
Ja Morant,MEM,PG,2025-10-12,PHX,0,27,4,8,1,0,3
Ja Morant,MEM,PG,2025-10-10,SAC,1,25,6,9,2,0,1
Ja Morant,MEM,PG,2025-10-08,POR,0,31,5,10,1,0,3
Ja Morant,MEM,PG,2025-10-06,UTA,1,28,4,8,2,0,2
Ja Morant,MEM,PG,2025-10-04,GSW,0,26,6,9,1,0,2
Ja Morant,MEM,PG,2025-10-02,LAL,1,30,5,7,2,0,3
Ja Morant,MEM,PG,2025-09-30,SAS,0,27,4,8,1,0,2
Ja Morant,MEM,PG,2025-09-28,HOU,1,29,6,9,2,0,2
Ja Morant,MEM,PG,2025-09-26,NOP,0,25,5,10,1,0,1
Ja Morant,MEM,PG,2025-09-24,DAL,1,28,4,8,2,0,2
Shai Gilgeous-Alexander,OKC,PG,2025-11-01,DEN,0,32,5,7,2,1,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-30,LAL,1,29,4,6,1,0,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-28,GSW,0,34,6,8,2,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-26,MIN,1,31,5,7,1,1,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-24,PHX,0,28,4,6,2,0,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-22,HOU,1,33,6,8,1,1,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-20,SAS,0,30,5,7,2,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-18,MEM,1,27,4,6,1,0,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-16,NOP,0,35,6,9,2,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-14,DAL,1,31,5,7,1,1,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-12,UTA,0,29,4,6,2,0,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-10,POR,1,32,6,8,1,1,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-08,SAC,0,30,5,7,2,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-06,LAC,1,28,4,6,1,0,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-04,DEN,0,33,6,8,2,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-02,MIN,1,31,5,7,1,1,1
Shai Gilgeous-Alexander,OKC,PG,2025-09-30,PHX,0,29,4,6,2,0,2
Shai Gilgeous-Alexander,OKC,PG,2025-09-28,HOU,1,34,6,8,1,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-09-26,SAS,0,30,5,7,2,1,1
Shai Gilgeous-Alexander,OKC,PG,2025-09-24,MEM,1,32,4,6,1,1,2
Devin Booker,PHX,SG,2025-11-01,DAL,0,28,5,6,1,0,3
Devin Booker,PHX,SG,2025-10-30,GSW,1,26,4,7,2,0,2
Devin Booker,PHX,SG,2025-10-28,LAL,0,31,6,8,1,0,4
Devin Booker,PHX,SG,2025-10-26,DEN,1,27,5,6,2,0,3
Devin Booker,PHX,SG,2025-10-24,SAC,0,29,4,7,1,0,3
Devin Booker,PHX,SG,2025-10-22,UTA,1,25,6,6,2,0,2
Devin Booker,PHX,SG,2025-10-20,POR,0,32,5,8,1,0,4
Devin Booker,PHX,SG,2025-10-18,LAC,1,28,4,7,2,0,3
Devin Booker,PHX,SG,2025-10-16,MIN,0,30,6,6,1,0,3
Devin Booker,PHX,SG,2025-10-14,DAL,1,26,5,7,2,0,2
Devin Booker,PHX,SG,2025-10-12,MEM,0,29,4,8,1,0,4
Devin Booker,PHX,SG,2025-10-10,NOP,1,27,6,6,2,0,3
Devin Booker,PHX,SG,2025-10-08,SAS,0,24,5,7,1,0,2
Devin Booker,PHX,SG,2025-10-06,HOU,1,31,4,8,2,0,4
Devin Booker,PHX,SG,2025-10-04,OKC,0,28,6,6,1,0,3
Devin Booker,PHX,SG,2025-10-02,GSW,1,30,5,7,2,0,3
Devin Booker,PHX,SG,2025-09-30,LAL,0,27,4,6,1,0,3
Devin Booker,PHX,SG,2025-09-28,DEN,1,29,6,8,2,0,4
Devin Booker,PHX,SG,2025-09-26,SAC,0,26,5,7,1,0,2
Devin Booker,PHX,SG,2025-09-24,UTA,1,28,4,6,2,0,3
Jaylen Brown,BOS,SG,2025-11-01,PHI,0,25,6,4,1,1,3
Jaylen Brown,BOS,SG,2025-10-30,BKN,1,23,5,3,2,0,2
Jaylen Brown,BOS,SG,2025-10-28,NYK,0,28,7,5,1,1,3
Jaylen Brown,BOS,SG,2025-10-26,MIA,1,26,6,4,2,1,2
Jaylen Brown,BOS,SG,2025-10-24,CLE,0,24,5,3,1,0,3
Jaylen Brown,BOS,SG,2025-10-22,TOR,1,27,7,5,2,1,2
Jaylen Brown,BOS,SG,2025-10-20,ATL,0,29,6,4,1,1,4
Jaylen Brown,BOS,SG,2025-10-18,WAS,1,22,5,3,2,0,2
Jaylen Brown,BOS,SG,2025-10-16,CHA,0,25,7,5,1,1,3
Jaylen Brown,BOS,SG,2025-10-14,PHI,1,26,6,4,2,1,2
Jaylen Brown,BOS,SG,2025-10-12,ORL,0,28,5,3,1,0,3
Jaylen Brown,BOS,SG,2025-10-10,IND,1,24,7,5,2,1,2
Jaylen Brown,BOS,SG,2025-10-08,DET,0,23,6,4,1,1,3
Jaylen Brown,BOS,SG,2025-10-06,MIL,1,27,5,3,2,0,2
Jaylen Brown,BOS,SG,2025-10-04,CHI,0,26,7,5,1,1,3
Jaylen Brown,BOS,SG,2025-10-02,BKN,1,25,6,4,2,1,3
Jaylen Brown,BOS,SG,2025-09-30,NYK,0,24,5,3,1,0,2
Jaylen Brown,BOS,SG,2025-09-28,MIA,1,28,7,5,2,1,3
Jaylen Brown,BOS,SG,2025-09-26,CLE,0,26,6,4,1,1,2
Jaylen Brown,BOS,SG,2025-09-24,TOR,1,23,5,3,2,0,3
Donovan Mitchell,CLE,SG,2025-11-01,MIL,0,29,4,6,1,0,4
Donovan Mitchell,CLE,SG,2025-10-30,DET,1,27,3,7,2,0,3
Donovan Mitchell,CLE,SG,2025-10-28,IND,0,32,5,8,1,0,5
Donovan Mitchell,CLE,SG,2025-10-26,CHI,1,28,4,6,2,0,4
Donovan Mitchell,CLE,SG,2025-10-24,BKN,0,30,3,7,1,0,4
Donovan Mitchell,CLE,SG,2025-10-22,NYK,1,26,5,6,2,0,3
Donovan Mitchell,CLE,SG,2025-10-20,PHI,0,31,4,8,1,0,5
Donovan Mitchell,CLE,SG,2025-10-18,BOS,1,29,3,7,2,0,4
Donovan Mitchell,CLE,SG,2025-10-16,TOR,0,27,5,6,1,0,3
Donovan Mitchell,CLE,SG,2025-10-14,MIL,1,33,4,7,2,0,5
Donovan Mitchell,CLE,SG,2025-10-12,ATL,0,28,3,8,1,0,4
Donovan Mitchell,CLE,SG,2025-10-10,WAS,1,26,5,6,2,0,3
Donovan Mitchell,CLE,SG,2025-10-08,CHA,0,30,4,7,1,0,5
Donovan Mitchell,CLE,SG,2025-10-06,ORL,1,29,3,6,2,0,4
Donovan Mitchell,CLE,SG,2025-10-04,DET,0,27,5,8,1,0,3
Donovan Mitchell,CLE,SG,2025-10-02,IND,1,31,4,7,2,0,5
Donovan Mitchell,CLE,SG,2025-09-30,CHI,0,28,3,6,1,0,4
Donovan Mitchell,CLE,SG,2025-09-28,BKN,1,30,5,8,2,0,4
Donovan Mitchell,CLE,SG,2025-09-26,NYK,0,27,4,7,1,0,3
Donovan Mitchell,CLE,SG,2025-09-24,PHI,1,29,3,6,2,0,4
Kyrie Irving,DAL,PG,2025-11-01,PHX,1,26,4,6,1,0,3
Kyrie Irving,DAL,PG,2025-10-30,SAS,0,24,3,7,2,0,2
Kyrie Irving,DAL,PG,2025-10-28,HOU,1,29,5,8,1,0,4
Kyrie Irving,DAL,PG,2025-10-26,GSW,0,27,4,6,2,0,3
Kyrie Irving,DAL,PG,2025-10-24,MEM,1,25,3,7,1,0,3
Kyrie Irving,DAL,PG,2025-10-22,NOP,0,28,5,6,2,0,4
Kyrie Irving,DAL,PG,2025-10-20,UTA,1,30,4,8,1,0,3
Kyrie Irving,DAL,PG,2025-10-18,POR,0,23,3,7,2,0,2
Kyrie Irving,DAL,PG,2025-10-16,SAC,1,27,5,6,1,0,3
Kyrie Irving,DAL,PG,2025-10-14,LAC,0,26,4,7,2,0,3
Kyrie Irving,DAL,PG,2025-10-12,DEN,1,24,3,8,1,0,2
Kyrie Irving,DAL,PG,2025-10-10,MIN,0,29,5,6,2,0,4
Kyrie Irving,DAL,PG,2025-10-08,OKC,1,28,4,7,1,0,3
Kyrie Irving,DAL,PG,2025-10-06,PHX,0,25,3,6,2,0,3
Kyrie Irving,DAL,PG,2025-10-04,GSW,1,27,5,8,1,0,3
Kyrie Irving,DAL,PG,2025-10-02,LAL,0,31,4,7,2,0,4
Kyrie Irving,DAL,PG,2025-09-30,SAS,1,26,3,6,1,0,3
Kyrie Irving,DAL,PG,2025-09-28,HOU,0,28,5,8,2,0,3
Kyrie Irving,DAL,PG,2025-09-26,MEM,1,27,4,7,1,0,3
Kyrie Irving,DAL,PG,2025-09-24,NOP,0,25,3,6,2,0,2
Trae Young,ATL,PG,2025-11-01,MIL,0,28,3,10,1,0,4
Trae Young,ATL,PG,2025-10-30,CLE,1,26,2,11,0,0,3
